size,rank,NX,omp_threads,setup_time,comm_time,comp_time
32,7,10000,16,0.293932,7.805249,1.995832
32,7,10000,1,0.300098,10.083272,29.726656
32,7,10000,2,0.298301,9.856314,15.031046
32,7,10000,32,0.300656,5.582894,1.012607
32,7,10000,4,0.297309,9.619630,7.600726
32,7,10000,8,0.308828,8.913406,3.847532
32,7,1000,16,0.298798,0.136905,0.027090
32,7,1000,1,0.283094,0.248785,0.297033
32,7,1000,2,0.263579,0.173458,0.150725
32,7,1000,32,0.282066,0.097268,0.021802
32,7,1000,4,0.277139,0.232407,0.077681
32,7,1000,8,0.308466,0.114303,0.041888
32,8,10000,16,0.293830,7.801797,1.999252
32,8,10000,1,0.299869,10.114599,29.695374
32,8,10000,2,0.298339,9.831127,15.056207
32,8,10000,32,0.300452,5.572922,1.022435
32,8,10000,4,0.297242,9.613663,7.606561
32,8,10000,8,0.308781,8.915628,3.845239
32,8,1000,16,0.298549,0.137803,0.026177
32,8,1000,1,0.283174,0.258253,0.287542
32,8,1000,2,0.263557,0.178277,0.145940
32,8,1000,32,0.282038,0.098413,0.020641
32,8,1000,4,0.277113,0.228501,0.081571
32,8,1000,8,0.308368,0.110128,0.046069
32,9,10000,16,0.293786,7.802098,1.998971
32,9,10000,1,0.299899,10.002623,29.807325
32,9,10000,2,0.298187,9.843895,15.043322
32,9,10000,32,0.300658,5.581164,1.014323
32,9,10000,4,0.297233,9.604601,7.615545
32,9,10000,8,0.308616,8.919640,3.841286
32,9,1000,16,0.298513,0.138021,0.025957
32,9,1000,1,0.283123,0.258125,0.287697
32,9,1000,2,0.263589,0.178211,0.145983
32,9,1000,32,0.281926,0.098752,0.020309
32,9,1000,4,0.277054,0.221764,0.088334
32,9,1000,8,0.308533,0.103661,0.052552
4,0,10000,16,0.333786,0.114770,26.569853
4,0,10000,1,0.316902,0.086979,248.720412
4,0,10000,2,0.317350,0.083549,129.335971
4,0,10000,32,0.314915,0.406098,22.897380
4,0,10000,4,0.326446,0.104694,70.298082
4,0,10000,8,0.317689,0.117163,40.475368
4,0,1000,16,0.179251,0.124964,0.157799
4,0,1000,1,0.192757,0.219912,2.322186
4,0,1000,2,0.179619,0.188358,1.163840
4,0,1000,32,0.186886,0.095240,0.085646
4,0,1000,4,0.192155,0.149413,0.583962
4,0,1000,8,0.193910,0.136830,0.295374
4,1,10000,16,0.333088,9.352063,17.323779
4,1,10000,1,0.317202,10.655274,238.143444
4,1,10000,2,0.317374,9.760922,119.650284
4,1,10000,32,0.315529,6.903731,16.394600
4,1,10000,4,0.325936,10.215167,60.178935
4,1,10000,8,0.317331,10.102082,30.481426
4,1,1000,16,0.179788,0.126803,0.155950
4,1,1000,1,0.193054,0.220030,2.322060
4,1,1000,2,0.179422,0.187690,1.164522
4,1,1000,32,0.186510,0.095040,0.085848
4,1,1000,4,0.192265,0.150042,0.583322
4,1,1000,8,0.193471,0.137571,0.294631
4,2,10000,16,0.333603,9.431052,17.244747
4,2,10000,1,0.316864,10.887546,237.911285
4,2,10000,2,0.317167,9.674418,119.736929
4,2,10000,32,0.315434,6.602799,16.695455
4,2,10000,4,0.326226,10.178065,60.216079
4,2,10000,8,0.317307,10.032612,30.551104
4,2,1000,16,0.179199,0.077611,0.205170
4,2,1000,1,0.193084,0.146821,2.395270
4,2,1000,2,0.179675,0.122493,1.229723
4,2,1000,32,0.179683,0.055640,0.125247
4,2,1000,4,0.192131,0.090205,0.643178
4,2,1000,8,0.193831,0.081078,0.351103
4,3,10000,16,0.333718,9.327459,17.348460
4,3,10000,1,0.317497,10.910304,237.888227
4,3,10000,2,0.317205,9.658775,119.752527
4,3,10000,32,0.315474,6.512086,16.786165
4,3,10000,4,0.326242,10.120845,60.273087
4,3,10000,8,0.317734,10.032219,30.551492
4,3,1000,16,0.179987,0.083504,0.199275
4,3,1000,1,0.193125,0.067548,2.474544
4,3,1000,2,0.179768,0.088077,1.264143
4,3,1000,32,0.180343,0.067299,0.113585
4,3,1000,4,0.192201,0.077231,0.656155
4,3,1000,8,0.193775,0.080230,0.351958
8,0,10000,16,0.256249,0.461447,17.829526
8,0,10000,1,0.251131,0.838400,128.282414
8,0,10000,2,0.240125,0.615771,69.414039
8,0,10000,32,0.235821,6.311599,15.047093
8,0,10000,4,0.231355,0.519903,39.780542
8,0,10000,8,0.242607,0.499712,24.784548
8,0,1000,16,0.177223,0.175666,0.080786
8,0,1000,1,0.177627,0.468529,1.163400
8,0,1000,2,0.166444,0.407827,0.582644
8,0,1000,32,0.167671,0.215232,0.049556
8,0,1000,4,0.184498,0.305724,0.306109
8,0,1000,8,0.182748,0.284005,0.161529
8,1,10000,16,0.256040,9.561949,8.723179
8,1,10000,1,0.250673,10.041086,119.071297
8,1,10000,2,0.240079,10.163207,59.857941
8,1,10000,32,0.235756,13.087789,8.265594
8,1,10000,4,0.230988,10.152938,30.138722
8,1,10000,8,0.242465,9.970183,15.305226
8,1,1000,16,0.177120,0.163425,0.093032
8,1,1000,1,0.177379,0.469382,1.162544
8,1,1000,2,0.166240,0.407335,0.583099
8,1,1000,32,0.167419,0.205566,0.059223
8,1,1000,4,0.184341,0.318638,0.293209
8,1,1000,8,0.182435,0.282089,0.163437
8,2,10000,16,0.246756,9.541422,8.743776
8,2,10000,1,0.250866,9.796506,119.316382
8,2,10000,2,0.239878,10.163158,59.858059
8,2,10000,32,0.236047,13.141851,8.211231
8,2,10000,4,0.230783,10.139540,30.152187
8,2,10000,8,0.242571,9.928208,15.347155
8,2,1000,16,0.177170,0.175641,0.080833
8,2,1000,1,0.177441,0.468643,1.163283
8,2,1000,2,0.166238,0.408596,0.581869
8,2,1000,32,0.167329,0.217140,0.047627
8,2,1000,4,0.184289,0.305839,0.305993
8,2,1000,8,0.182485,0.284559,0.160972
8,3,10000,16,0.256022,9.586643,8.698606
8,3,10000,1,0.250905,10.192943,118.919764
8,3,10000,2,0.239986,10.153877,59.867270
8,3,10000,32,0.235911,5.678411,15.685331
8,3,10000,4,0.231123,10.160718,30.131076
8,3,10000,8,0.242630,9.971969,15.303410
8,3,1000,16,0.177073,0.149563,0.106922
8,3,1000,1,0.177551,0.442035,1.189885
8,3,1000,2,0.166228,0.381223,0.609240
8,3,1000,32,0.167389,0.193023,0.071776
8,3,1000,4,0.184255,0.292066,0.319785
8,3,1000,8,0.182475,0.295786,0.149750
8,4,10000,16,0.246819,9.547305,8.737899
8,4,10000,1,0.251011,10.140131,118.972683
8,4,10000,2,0.239905,10.150488,59.870766
8,4,10000,32,0.236032,13.102327,8.250814
8,4,10000,4,0.231262,10.147571,30.143857
8,4,10000,8,0.242511,9.962028,15.313268
8,4,1000,16,0.177090,0.148279,0.108177
8,4,1000,1,0.177490,0.400892,1.231055
8,4,1000,2,0.166160,0.386525,0.603953
8,4,1000,32,0.167306,0.198347,0.066431
8,4,1000,4,0.184354,0.297509,0.314329
8,4,1000,8,0.182469,0.277196,0.168328
8,5,10000,16,0.246486,9.576478,8.708667
8,5,10000,1,0.250879,10.212255,118.900362
8,5,10000,2,0.240006,10.147009,59.874140
8,5,10000,32,0.235927,13.138222,8.215115
8,5,10000,4,0.231055,10.171637,30.120064
8,5,10000,8,0.242420,9.969159,15.306245
8,5,1000,16,0.176976,0.150791,0.105675
8,5,1000,1,0.177467,0.403000,1.228922
8,5,1000,2,0.166287,0.365584,0.624889
8,5,1000,32,0.167353,0.203618,0.061169
8,5,1000,4,0.184208,0.281076,0.330765
8,5,1000,8,0.182454,0.252532,0.192986
8,6,10000,16,0.255863,9.537800,8.747339
8,6,10000,1,0.251020,9.455957,119.657133
8,6,10000,2,0.239656,9.815066,60.206258
8,6,10000,32,0.235973,13.092429,8.260676
8,6,10000,4,0.231091,9.937372,30.354450
8,6,10000,8,0.242108,9.820597,15.454859
8,6,1000,16,0.177102,0.154964,0.101511
8,6,1000,1,0.177525,0.389433,1.242483
8,6,1000,2,0.166230,0.358747,0.631667
8,6,1000,32,0.167362,0.203410,0.061372
8,6,1000,4,0.184208,0.272699,0.339122
8,6,1000,8,0.182365,0.258715,0.186819
8,7,10000,16,0.256184,9.607278,8.678007
8,7,10000,1,0.251201,8.322535,120.790978
8,7,10000,2,0.239931,9.575627,60.445798
8,7,10000,32,0.236154,13.189083,8.163937
8,7,10000,4,0.231219,9.947110,30.344713
8,7,10000,8,0.242117,9.862751,15.412695
8,7,1000,16,0.176824,0.162368,0.094090
8,7,1000,1,0.177204,0.387323,1.244607
8,7,1000,2,0.165852,0.356759,0.633715
8,7,1000,32,0.167332,0.211054,0.053723
8,7,1000,4,0.184188,0.286035,0.325825
8,7,1000,8,0.182413,0.274196,0.171333
